IP Address,TimeStamp,Transfer(s1),s2,s3,s4,s5,Priority,Membership
179.245.12.1,09-01-2023 13.35,7.616,3.351,4.265,3.473,4.143,0,Premium Membership
181.252.11.6,09-01-2023 13.40,9.262,3.89,5.372,4.588,4.674,3,Premium Membership
162.223.12.4,09-01-2023 13.45,9.78,1.956,7.824,4.557,5.223,2,Basic Membership
158.291.0.8,09-01-2023 13.50,8.618,6.291,2.327,3.93,4.688,4,Basic Membership
179.277.18.11,09-01-2023 13.55,9.434,1.887,7.547,3,6.434,1,Basic Membership
186.258.17.12,09-01-2023 14.00,9.072,3.901,5.171,2.762,6.31,0,Basic Membership
161.262.19.6,09-01-2023 14.05,12.51,5.129,7.381,6.722,5.788,2,Basic Membership
155.227.3.4,09-01-2023 14.10,11.365,4.773,6.592,7.453,3.912,4,Basic Membership
151.256.6.8,09-01-2023 14.15,15.495,10.537,4.958,6.179,9.316,3,Basic Membership
190.290.10.9,09-01-2023 14.20,14.543,3.927,10.616,7.162,7.381,0,Basic Membership
176.313.5.9,09-01-2023 14.25,12.532,3.634,8.898,8.709,3.823,3,Basic Membership
158.336.15.9,09-01-2023 14.30,14.574,6.704,7.87,9.287,5.287,2,Premium Membership
157.213.7.9,09-01-2023 14.35,11.061,3.429,7.632,5.379,5.682,4,Premium Membership
187.293.3.1,09-01-2023 14.40,12.953,6.995,5.958,5.567,7.386,4,Premium Membership
186.236.1.4,09-01-2023 14.45,12.852,3.47,9.382,7.464,5.388,2,Basic Membership
152.333.4.12,09-01-2023 14.50,13.518,4.731,8.787,8.28,5.238,4,Premium Membership
168.219.5.0,09-01-2023 14.55,14.58,9.04,5.54,9.597,4.983,2,Premium Membership
163.330.15.14,09-01-2023 15.00,12.098,6.412,5.686,5.356,6.742,0,Premium Membership
160.265.17.9,09-01-2023 15.05,18.914,13.051,5.863,10.528,8.386,0,Basic Membership
162.313.2.12,09-01-2023 15.10,16.672,10.17,6.502,5.92,10.752,4,Basic Membership
167.217.0.15,09-01-2023 15.15,16.02,8.811,7.209,9.308,6.712,4,Basic Membership
165.217.6.18,09-01-2023 15.20,17.568,12.649,4.919,9.304,8.264,3,Basic Membership
171.269.1.3,09-01-2023 15.25,15.96,3.99,11.97,4.868,11.092,2,Basic Membership
189.289.1.8,09-01-2023 15.30,18.529,7.412,11.117,8.227,10.302,0,Premium Membership
168.310.5.10,09-01-2023 15.35,17.864,9.289,8.575,8.346,9.518,0,Premium Membership
160.228.2.10,09-01-2023 15.40,19.178,4.603,14.575,7.786,11.392,0,Basic Membership
183.263.17.6,09-01-2023 15.45,19.34,11.411,7.929,9.223,10.117,2,Basic Membership
187.301.7.0,09-01-2023 15.50,17.156,7.72,9.436,5.773,11.383,1,Basic Membership
172.217.7.14,09-01-2023 15.55,18.354,12.848,5.506,8.461,9.893,1,Basic Membership
159.224.7.10,09-01-2023 16.00,18.401,5.888,12.513,9.738,8.663,3,Basic Membership
156.209.7.8,09-01-2023 16.05,16.985,5.265,11.72,10.947,6.038,0,Basic Membership
164.210.13.19,09-01-2023 16.10,18.947,4.358,14.589,8.598,10.349,4,Premium Membership
177.291.0.9,09-01-2023 16.15,19.635,14.334,5.301,12.504,7.131,2,Premium Membership
181.337.1.18,09-01-2023 16.20,17.084,8.2,8.884,10.756,6.328,0,Basic Membership
165.324.19.8,09-01-2023 16.25,18.722,11.046,7.676,8.286,10.436,3,Basic Membership
157.300.6.6,09-01-2023 16.30,19.752,14.024,5.728,10.554,9.198,4,Basic Membership
188.312.7.9,09-01-2023 16.35,18.979,12.147,6.832,6.772,12.207,3,Premium Membership
171.288.3.3,09-01-2023 16.40,16.897,7.266,9.631,11.757,5.14,2,Basic Membership
189.350.2.8,09-01-2023 16.45,19.254,9.82,9.434,11.651,7.603,3,Premium Membership
155.312.19.11,09-01-2023 16.50,17.7,12.744,4.956,5.947,11.753,1,Basic Membership
172.247.11.11,09-01-2023 16.55,18.477,6.097,12.38,7.304,11.173,3,Basic Membership
186.216.0.11,09-01-2023 17.00,16.092,10.782,5.31,11.113,4.979,3,Basic Membership
183.337.5.2,09-01-2023 17.05,19.726,10.258,9.468,7.472,12.254,2,Basic Membership
186.326.19.11,09-01-2023 17.10,16.576,10.774,5.802,7.235,9.341,4,Basic Membership
173.302.20.0,09-01-2023 17.15,19.193,9.021,10.172,13.74,5.453,1,Premium Membership
158.322.11.8,09-01-2023 17.20,18.105,4.164,13.941,10.054,8.051,0,Basic Membership
183.332.13.5,09-01-2023 17.25,18.889,12.467,6.422,11.039,7.85,2,Premium Membership
190.347.8.6,09-01-2023 17.30,15.326,3.065,12.261,8.215,7.111,1,Premium Membership
169.281.11.13,09-01-2023 17.35,18.967,12.139,6.828,8.892,10.075,4,Basic Membership
159.226.7.4,09-01-2023 17.40,17.509,5.953,11.556,4.976,12.533,3,Basic Membership
165.289.12.6,09-01-2023 17.45,15.172,6.221,8.951,6.395,8.777,4,Premium Membership
153.318.5.17,09-01-2023 17.50,18.645,12.306,6.339,13.861,4.784,0,Premium Membership
181.271.11.7,09-01-2023 17.55,15.058,3.313,11.745,7.104,7.954,4,Basic Membership
151.313.9.11,09-01-2023 18.00,15.057,9.185,5.872,8.069,6.988,2,Premium Membership
171.215.13.15,09-01-2023 18.05,16.173,7.601,8.572,7.307,8.866,1,Basic Membership
163.253.6.2,09-01-2023 18.10,17.649,7.589,10.06,5.874,11.775,3,Basic Membership
185.267.4.6,09-01-2023 18.15,19.559,12.518,7.041,9.459,10.1,4,Basic Membership
168.219.5.0,09-01-2023 18.20,18.951,8.907,10.044,11.035,7.916,0,Premium Membership
154.321.0.15,09-01-2023 18.25,16.044,8.664,7.38,7.454,8.59,3,Basic Membership
157.263.19.8,09-01-2023 18.30,19.454,6.614,12.84,11.174,8.28,3,Premium Membership
164.333.9.2,09-01-2023 18.35,19.863,6.158,13.705,14.097,5.766,0,Basic Membership
180.310.8.3,09-01-2023 18.40,17.57,5.095,12.475,4.584,12.986,4,Premium Membership
160.239.6.17,09-01-2023 18.45,18.227,10.207,8.02,11.702,6.525,4,Premium Membership
163.330.15.14,09-01-2023 18.50,19.624,12.756,6.868,7.673,11.951,2,Premium Membership
161.243.13.12,09-01-2023 18.55,19.015,13.691,5.324,8.062,10.953,4,Basic Membership
179.267.16.17,09-01-2023 19.00,18.646,8.204,10.442,6.362,12.284,2,Premium Membership
175.296.17.5,09-01-2023 19.05,12.135,8.252,3.883,6.271,5.864,0,Premium Membership
151.256.7.15,09-01-2023 19.10,13.212,3.567,9.645,4.92,8.292,2,Premium Membership
160.347.12.7,09-01-2023 19.15,12.936,6.209,6.727,6.339,6.597,2,Premium Membership
152.305.4.18,09-01-2023 19.20,12.568,9.049,3.519,5.882,6.686,3,Basic Membership
170.302.10.14,09-01-2023 19.25,14.146,9.902,4.244,6.012,8.134,4,Premium Membership
169.224.10.12,09-01-2023 19.30,13.912,5.426,8.486,5.552,8.36,0,Basic Membership
184.264.11.15,09-01-2023 19.35,13.975,4.752,9.223,5.528,8.447,2,Basic Membership
153.237.4.12,09-01-2023 19.40,13.897,8.477,5.42,6.104,7.793,2,Basic Membership
181.317.10.8,09-01-2023 19.45,15.805,5.69,10.115,7.814,7.991,3,Basic Membership
151.301.20.5,09-01-2023 19.50,14.358,6.748,7.61,6.727,7.631,4,Basic Membership
154.336.12.10,09-01-2023 19.55,13.469,5.253,8.216,7.168,6.301,4,Basic Membership
160.346.9.14,09-01-2023 20.00,15.187,3.037,12.15,8.414,6.773,2,Premium Membership
167.291.3.10,09-01-2023 20.05,13.381,2.676,10.705,3.827,9.554,3,Premium Membership
182.308.6.13,09-01-2023 20.10,15.813,6.167,9.646,4.57,11.243,2,Basic Membership
166.262.0.7,09-01-2023 20.15,12.1,8.107,3.993,8.226,3.874,0,Basic Membership
185.305.7.9,09-01-2023 20.20,15.846,7.448,8.398,7.883,7.963,0,Basic Membership
155.271.6.12,09-01-2023 20.25,12.488,7.493,4.995,4.271,8.217,0,Premium Membership
164.225.3.19,09-01-2023 20.30,14.051,5.48,8.571,5.314,8.737,1,Basic Membership
184.226.2.17,09-01-2023 20.35,15.419,8.789,6.63,6.781,8.638,0,Basic Membership
156.341.20.5,09-01-2023 20.40,15.808,8.22,7.588,4.818,10.99,4,Premium Membership
164.310.8.6,09-01-2023 20.45,15.292,3.364,11.928,9.527,5.765,2,Basic Membership
166.241.19.3,09-01-2023 20.50,13.46,4.576,8.884,6.132,7.328,0,Premium Membership
158.219.4.3,09-01-2023 20.55,13.908,10.292,3.616,7.791,6.117,3,Premium Membership
165.217.6.18,09-01-2023 21.00,12.473,8.606,3.867,7.544,4.929,2,Basic Membership
166.239.11.19,09-01-2023 21.05,13.478,5.661,7.817,7.844,5.634,4,Basic Membership
154.281.20.16,09-01-2023 21.10,14.368,7.759,6.609,8.032,6.336,4,Premium Membership
180.202.0.7,09-01-2023 21.15,14.993,3.598,11.395,10.609,4.384,2,Basic Membership
182.245.15.18,09-01-2023 21.20,14.822,6.373,8.449,9.046,5.776,0,Basic Membership
175.262.10.14,09-01-2023 21.25,12.376,7.673,4.703,6.809,5.567,4,Basic Membership
189.289.4.2,09-01-2023 21.30,14.61,9.35,5.26,5.838,8.772,2,Premium Membership
156.266.20.8,09-01-2023 21.35,13.256,3.712,9.544,4.184,9.072,3,Premium Membership
179.243.10.19,09-01-2023 21.40,14.651,9.23,5.421,6.133,8.518,1,Premium Membership
156.310.18.6,09-01-2023 21.45,14.604,8.908,5.696,5.605,8.999,2,Basic Membership
183.230.3.7,09-01-2023 21.50,12.31,3.939,8.371,5.106,7.204,2,Basic Membership
173.240.6.14,09-01-2023 21.55,14.415,7.352,7.063,8.045,6.37,1,Premium Membership
152.253.16.4,09-01-2023 22.00,13.717,3.429,10.288,4.561,9.156,1,Premium Membership
171.336.15.18,09-01-2023 22.05,13.213,5.021,8.192,6.657,6.556,2,Basic Membership
158.269.6.17,09-01-2023 22.10,12.826,5.13,7.696,5.335,7.491,0,Premium Membership
188.309.7.18,09-01-2023 22.15,14.044,5.337,8.707,7.44,6.604,4,Basic Membership
162.214.2.14,09-01-2023 22.20,13.912,6.817,7.095,8.308,5.604,2,Basic Membership
176.286.20.19,09-01-2023 22.25,12.007,3.362,8.645,5.182,6.825,3,Premium Membership
179.331.13.15,09-01-2023 22.30,13.655,5.462,8.193,9.504,4.151,0,Premium Membership
156.247.0.13,09-01-2023 22.35,13.382,4.416,8.966,8.876,4.506,0,Basic Membership
167.214.6.3,09-01-2023 22.40,11.06,5.972,5.088,6.972,4.088,1,Premium Membership
173.238.18.15,09-01-2023 22.45,13.058,7.443,5.615,6.458,6.599,3,Basic Membership
162.275.18.19,09-01-2023 22.50,10.354,3.935,6.419,5.881,4.473,4,Premium Membership
166.334.13.20,09-01-2023 22.55,11.651,4.893,6.758,5.01,6.641,2,Basic Membership
158.234.8.3,09-01-2023 23.00,10.856,3.04,7.816,4.972,5.884,0,Premium Membership
151.298.10.0,09-01-2023 23.05,8.14,3.093,5.047,2.96,5.18,3,Basic Membership
165.312.14.8,09-01-2023 23.10,8.264,5.454,2.81,2.542,5.722,4,Basic Membership
165.260.17.17,09-01-2023 23.15,8.946,1.968,6.978,4.716,4.23,1,Premium Membership
152.203.1.0,09-01-2023 23.20,8.685,2.866,5.819,2.46,6.225,4,Basic Membership
184.323.8.20,09-01-2023 23.25,6.603,2.245,4.358,3.035,3.568,0,Premium Membership
186.316.17.17,09-01-2023 23.30,6.01,1.563,4.447,4.336,1.674,2,Basic Membership
160.205.11.8,09-01-2023 23.35,4.834,1.208,3.626,2.018,2.816,2,Basic Membership
184.222.11.17,09-01-2023 23.40,4.583,1.467,3.116,2.568,2.015,1,Basic Membership
175.272.20.4,09-01-2023 23.45,3.71,1.261,2.449,2.179,1.531,0,Basic Membership
189.294.12.14,09-01-2023 23.50,4.38,2.803,1.577,1.766,2.614,2,Basic Membership
189.310.17.19,09-01-2023 23.55,4.637,2.411,2.226,1.951,2.686,4,Basic Membership
157.343.13.3,10-01-2023 0.00,3.737,2.765,0.972,1.995,1.742,3,Basic Membership
168.317.6.20,10-01-2023 0.05,3.574,2.252,1.322,1.703,1.871,1,Basic Membership
153.201.2.10,10-01-2023 0.10,4.993,3.395,1.598,2.409,2.584,3,Premium Membership
179.284.0.16,10-01-2023 0.15,3.584,2.258,1.326,1.869,1.715,2,Basic Membership
158.344.7.15,10-01-2023 0.20,4.475,2.372,2.103,2.721,1.754,3,Basic Membership
163.307.10.6,10-01-2023 0.25,3.48,1.253,2.227,1.655,1.825,4,Premium Membership
183.347.19.6,10-01-2023 0.30,4.221,2.617,1.604,1.655,2.566,2,Basic Membership
181.266.16.18,10-01-2023 0.35,3.766,2.109,1.657,1.982,1.784,2,Premium Membership
156.327.11.11,10-01-2023 0.40,4.697,1.033,3.664,1.578,3.119,4,Basic Membership
180.210.2.1,10-01-2023 0.45,4.304,2.668,1.636,1.723,2.581,0,Premium Membership
158.293.14.16,10-01-2023 0.50,3.649,2.445,1.204,1.765,1.884,0,Basic Membership
154.308.18.19,10-01-2023 0.55,3.207,1.988,1.219,1.2,2.007,2,Basic Membership
154.307.12.8,10-01-2023 1.00,3.323,1.23,2.093,2.004,1.319,0,Basic Membership
169.219.2.17,10-01-2023 1.05,4.441,1.776,2.665,1.528,2.913,3,Premium Membership
180.226.13.14,10-01-2023 1.10,4.075,1.141,2.934,1.71,2.365,4,Premium Membership
153.204.19.14,10-01-2023 1.15,4.639,2.273,2.366,2.094,2.545,3,Premium Membership
165.223.5.7,10-01-2023 1.20,4.491,1.168,3.323,2.513,1.978,3,Basic Membership
177.312.6.15,10-01-2023 1.25,4.139,0.869,3.27,0.869,3.27,4,Basic Membership
155.319.5.1,10-01-2023 1.30,4.696,1.315,3.381,2.186,2.51,3,Basic Membership
161.278.2.20,10-01-2023 1.35,3.591,1.688,1.903,1.641,1.95,0,Basic Membership
156.266.20.8,10-01-2023 1.40,3.379,1.014,2.365,1.635,1.744,3,Premium Membership
185.288.5.7,10-01-2023 1.45,3.589,2.369,1.22,1.148,2.441,2,Basic Membership
185.249.18.8,10-01-2023 1.50,3.495,1.538,1.957,2.224,1.271,1,Basic Membership
168.304.3.20,10-01-2023 1.55,4.513,1.219,3.294,2.626,1.887,0,Basic Membership
171.262.7.12,10-01-2023 2.00,3.603,1.297,2.306,1.793,1.81,0,Premium Membership
168.348.13.1,10-01-2023 2.05,3.269,1.798,1.471,1.468,1.801,4,Basic Membership
171.298.3.11,10-01-2023 2.10,3.539,2.053,1.486,2.194,1.345,3,Premium Membership
153.322.17.15,10-01-2023 2.15,4.978,3.086,1.892,2.564,2.413,4,Basic Membership
155.239.17.2,10-01-2023 2.20,4.241,3.138,1.103,2.13,2.111,2,Premium Membership
160.314.14.17,10-01-2023 2.25,4.17,1.501,2.669,1.554,2.616,0,Basic Membership
167.272.4.0,10-01-2023 2.30,4.246,2.887,1.359,1.928,2.318,2,Basic Membership
164.349.9.0,10-01-2023 2.35,3.71,0.965,2.745,1.525,2.185,4,Premium Membership
164.219.7.1,10-01-2023 2.40,4.376,1.357,3.019,1.662,2.714,2,Premium Membership
179.219.7.11,10-01-2023 2.45,3.933,2.91,1.023,1.617,2.316,1,Premium Membership
175.312.13.16,10-01-2023 2.50,4.688,3.469,1.219,1.472,3.216,3,Basic Membership
177.282.5.1,10-01-2023 2.55,3.033,1.607,1.426,1.745,1.288,3,Basic Membership
190.331.16.5,10-01-2023 3.00,3.829,1.264,2.565,1.67,2.159,3,Premium Membership
172.258.12.19,10-01-2023 3.05,4.777,2.962,1.815,2.805,1.972,2,Premium Membership
186.298.15.4,10-01-2023 3.10,4.941,2.965,1.976,2.243,2.698,0,Premium Membership
188.268.5.4,10-01-2023 3.15,5.65,4.125,1.525,2.708,2.942,3,Basic Membership
171.291.9.8,10-01-2023 3.20,5.971,4.478,1.493,2.329,3.642,4,Premium Membership
160.204.10.10,10-01-2023 3.25,4.361,2.835,1.526,2.303,2.058,1,Basic Membership
179.219.7.11,10-01-2023 3.30,5.805,3.657,2.148,3.251,2.554,4,Premium Membership
187.209.14.0,10-01-2023 3.35,4.39,2.371,2.019,2.414,1.976,1,Basic Membership
163.204.13.3,10-01-2023 3.40,5.557,1.334,4.223,1.909,3.648,4,Basic Membership
175.234.18.18,10-01-2023 3.45,5.342,2.885,2.457,2.948,2.394,3,Basic Membership
159.344.15.18,10-01-2023 3.50,4.361,1.832,2.529,2.656,1.705,0,Premium Membership
161.219.18.12,10-01-2023 3.55,5.563,3.449,2.114,2.24,3.323,4,Basic Membership
163.342.15.20,10-01-2023 4.00,6.585,3.49,3.095,2.424,4.161,3,Basic Membership
175.332.10.7,10-01-2023 4.05,4.843,2.276,2.567,2.117,2.726,2,Basic Membership
153.201.2.10,10-01-2023 4.10,5.693,2.562,3.131,2.203,3.49,4,Premium Membership
162.306.9.20,10-01-2023 4.15,4.896,3.28,1.616,2.516,2.38,2,Premium Membership
173.349.15.18,10-01-2023 4.20,6.752,2.768,3.984,3.895,2.857,4,Basic Membership
182.203.12.20,10-01-2023 4.25,6.374,3.123,3.251,3.175,3.199,3,Premium Membership
171.298.3.11,10-01-2023 4.30,5.096,3.669,1.427,2.562,2.534,2,Premium Membership
179.241.14.14,10-01-2023 4.35,6.737,5.053,1.684,1.448,5.289,1,Basic Membership
161.226.18.5,10-01-2023 4.40,6.641,1.992,4.649,2.218,4.423,3,Basic Membership
154.266.3.11,10-01-2023 4.45,6.559,4.854,1.705,3.236,3.323,0,Basic Membership
168.229.13.5,10-01-2023 4.50,6.357,4.577,1.78,2.085,4.272,1,Basic Membership
179.281.5.11,10-01-2023 4.55,6.048,2.843,3.205,3.283,2.765,1,Basic Membership
184.264.19.6,10-01-2023 5.00,4.133,1.943,2.19,2.344,1.789,3,Premium Membership
173.239.2.8,10-01-2023 5.05,10.112,3.337,6.775,4.337,5.775,3,Basic Membership
164.219.7.1,10-01-2023 5.10,11.653,3.379,8.274,3.395,8.258,4,Premium Membership
163.345.11.19,10-01-2023 5.15,8.102,4.699,3.403,3.208,4.894,0,Basic Membership
182.333.14.3,10-01-2023 5.20,8.479,3.052,5.427,2.452,6.027,4,Basic Membership
180.303.2.1,10-01-2023 5.25,10.425,4.274,6.151,7.108,3.317,0,Basic Membership
158.293.14.16,10-01-2023 5.30,9.48,5.593,3.887,5.053,4.427,0,Basic Membership
160.267.16.12,10-01-2023 5.35,9.457,6.525,2.932,5.371,4.086,3,Basic Membership
158.238.4.6,10-01-2023 5.40,11.454,3.665,7.789,4.325,7.129,3,Premium Membership
164.297.3.11,10-01-2023 5.45,11.045,7.731,3.314,3.557,7.488,2,Basic Membership
169.283.0.7,10-01-2023 5.50,8.426,5.561,2.865,3.896,4.53,4,Basic Membership
183.291.11.8,10-01-2023 5.55,8.687,3.388,5.299,4.273,4.414,3,Basic Membership
150.336.8.8,10-01-2023 6.00,8.644,2.42,6.224,4.184,4.46,1,Basic Membership
172.297.0.18,10-01-2023 6.05,11.049,8.066,2.983,7.573,3.476,3,Premium Membership
168.344.3.8,10-01-2023 6.10,12.571,7.794,4.777,3.799,8.772,0,Basic Membership
154.314.13.2,10-01-2023 6.15,9.959,4.581,5.378,4.599,5.36,1,Basic Membership
182.280.12.2,10-01-2023 6.20,10.288,4.527,5.761,4.601,5.687,0,Premium Membership
162.248.8.2,10-01-2023 6.25,11.336,2.494,8.842,5.076,6.26,0,Basic Membership
170.262.13.13,10-01-2023 6.30,8.841,6.366,2.475,2.733,6.108,4,Premium Membership
181.317.10.8,10-01-2023 6.35,12.174,7.791,4.383,5.678,6.496,4,Basic Membership
150.251.5.18,10-01-2023 6.40,11.179,4.136,7.043,3.246,7.933,1,Basic Membership
150.316.5.6,10-01-2023 6.45,12.888,3.351,9.537,6.032,6.856,4,Premium Membership
162.306.6.15,10-01-2023 6.50,12.14,8.255,3.885,4.608,7.532,3,Premium Membership
175.297.5.9,10-01-2023 6.55,9.928,4.269,5.659,5.503,4.425,4,Premium Membership
181.266.20.4,10-01-2023 7.00,8.935,1.787,7.148,3.967,4.968,2,Basic Membership
176.349.2.6,10-01-2023 7.05,10.816,6.165,4.651,5.292,5.524,4,Basic Membership
172.341.12.20,10-01-2023 7.10,11.655,7.576,4.079,5.35,6.305,2,Basic Membership
153.225.11.14,10-01-2023 7.15,10.818,2.596,8.222,7.568,3.25,3,Premium Membership
180.326.17.18,10-01-2023 7.20,8.692,1.912,6.78,5.067,3.625,3,Basic Membership
173.316.17.18,10-01-2023 7.25,10.408,6.557,3.851,4.43,5.978,2,Basic Membership
166.286.15.0,10-01-2023 7.30,12.948,9.193,3.755,5.175,7.773,1,Premium Membership
175.216.17.2,10-01-2023 7.35,9.517,3.616,5.901,4.656,4.861,4,Premium Membership
159.303.0.12,10-01-2023 7.40,11.901,7.022,4.879,7.821,4.08,0,Premium Membership
159.225.6.3,10-01-2023 7.45,10.798,4.103,6.695,4.317,6.481,4,Premium Membership
177.299.20.9,10-01-2023 7.50,11.934,5.848,6.086,5.426,6.508,3,Basic Membership
173.318.1.11,10-01-2023 7.55,11.412,4.222,7.19,6.158,5.254,2,Premium Membership
168.316.3.1,10-01-2023 8.00,9.246,6.01,3.236,3.791,5.455,0,Basic Membership
189.245.6.13,10-01-2023 8.05,9.677,4.258,5.419,4.413,5.264,2,Basic Membership
184.285.16.20,10-01-2023 8.10,11.87,5.341,6.529,5.253,6.617,1,Basic Membership
150.235.4.7,10-01-2023 8.15,10.922,7.427,3.495,4.954,5.968,2,Basic Membership
172.237.7.19,10-01-2023 8.20,12.491,7.62,4.871,3.707,8.784,1,Basic Membership
190.201.15.7,10-01-2023 8.25,11.583,2.548,9.035,5.039,6.544,1,Premium Membership
159.224.7.10,10-01-2023 8.30,8.283,6.212,2.071,4.245,4.038,1,Basic Membership
180.226.13.14,10-01-2023 8.35,9.536,2.289,7.247,3.128,6.408,2,Premium Membership
170.251.5.5,10-01-2023 8.40,10.356,3.625,6.731,3.107,7.249,0,Basic Membership
151.309.2.10,10-01-2023 8.45,9.537,6.485,3.052,3.41,6.127,3,Premium Membership
181.339.15.16,10-01-2023 8.50,11.007,5.283,5.724,5.112,5.895,0,Premium Membership
186.273.18.3,10-01-2023 8.55,11.755,7.171,4.584,3.969,7.786,0,Basic Membership
170.256.20.4,10-01-2023 9.00,11.218,5.721,5.497,6.31,4.908,2,Basic Membership
179.219.7.11,10-01-2023 9.05,11.682,7.71,3.972,6.145,5.537,0,Premium Membership
165.223.5.7,10-01-2023 9.10,9.491,3.417,6.074,5.319,4.172,2,Basic Membership
189.332.13.13,10-01-2023 9.15,11.834,6.272,5.562,4.289,7.545,1,Premium Membership
158.346.17.15,10-01-2023 9.20,10.458,2.51,7.948,5.99,4.468,0,Premium Membership
185.249.18.8,10-01-2023 9.25,10.983,7.908,3.075,4.182,6.801,1,Basic Membership
180.305.17.2,10-01-2023 9.30,12.12,5.696,6.424,7.03,5.09,0,Basic Membership
174.299.9.7,10-01-2023 9.35,11.733,5.749,5.984,5.084,6.649,2,Basic Membership
174.307.9.17,10-01-2023 9.40,10.626,4.782,5.844,4.782,5.844,1,Premium Membership
152.333.4.12,10-01-2023 9.45,10.808,4.215,6.593,5.848,4.96,2,Premium Membership
175.282.8.5,10-01-2023 9.50,9.83,5.21,4.62,5.315,4.515,3,Premium Membership
177.218.10.11,10-01-2023 9.55,10.565,3.275,7.29,4.365,6.2,0,Premium Membership
166.254.18.7,10-01-2023 10.00,9.674,7.255,2.419,4.087,5.587,0,Basic Membership
165.260.14.4,10-01-2023 10.05,12.846,7.708,5.138,6.217,6.629,0,Premium Membership
189.221.12.15,10-01-2023 10.10,9.318,4.939,4.379,3.933,5.385,1,Basic Membership
187.279.1.19,10-01-2023 10.15,10.928,6.12,4.808,5.573,5.355,3,Basic Membership
153.259.20.10,10-01-2023 10.20,10.682,7.05,3.632,4.121,6.561,0,Basic Membership
179.331.13.15,10-01-2023 10.25,11.997,4.679,7.318,3.833,8.164,4,Premium Membership
171.324.18.18,10-01-2023 10.30,9.195,6.345,2.85,4.984,4.211,2,Basic Membership
176.322.18.0,10-01-2023 10.35,9.499,3.61,5.889,4.73,4.769,4,Premium Membership
164.309.12.19,10-01-2023 10.40,8.874,3.106,5.768,2.906,5.968,4,Basic Membership
187.260.18.19,10-01-2023 10.45,9.435,5.378,4.057,3.765,5.67,0,Basic Membership
189.284.19.16,10-01-2023 10.50,9.71,6.603,3.107,3.344,6.366,4,Basic Membership
188.320.19.13,10-01-2023 10.55,9.465,1.893,7.572,4.96,4.505,0,Basic Membership
175.211.12.15,10-01-2023 11.00,9.702,3.202,6.5,2.813,6.889,0,Premium Membership
175.327.18.20,10-01-2023 11.05,7.213,2.813,4.4,3.769,3.444,1,Basic Membership
180.218.6.17,10-01-2023 11.10,9.763,4.881,4.882,5.662,4.101,3,Basic Membership
184.268.15.13,10-01-2023 11.15,7.521,2.858,4.663,4.792,2.729,0,Premium Membership
158.344.4.13,10-01-2023 11.20,8.324,2.247,6.077,5.327,2.997,3,Basic Membership
151.268.13.6,10-01-2023 11.25,9.134,2.101,7.033,3.95,5.184,0,Basic Membership
185.281.11.10,10-01-2023 11.30,9.262,2.13,7.132,5.065,4.197,1,Premium Membership
178.339.11.2,10-01-2023 11.35,9.953,2.19,7.763,3.639,6.314,2,Premium Membership
177.308.8.14,10-01-2023 11.40,7.792,3.584,4.208,3.262,4.53,2,Basic Membership
169.257.3.0,10-01-2023 11.45,7.285,3.06,4.225,3.06,4.225,2,Basic Membership
163.283.5.7,10-01-2023 11.50,9.422,3.486,5.936,6.007,3.415,0,Basic Membership
175.242.20.2,10-01-2023 11.55,8.009,4.485,3.524,3.091,4.918,2,Premium Membership
